State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
,42,240,false,false,26,95.4,106,55.57,417.1,121,23.55,367.3,54,64.8,11.2,14,2.91,10,true
,41,984,false,false,24,477.8,107,76.31,485.9,3,91.78,431.7,6,61.2,1.0,15,4.47,5,false
,57,834,false,true,16,402.5,115,27.15,101.4,163,99.95,189.9,190,72.06,0.5,16,0.3,4,true
,185,62,false,true,17,255.8,81,88.98,450.7,82,58.92,488.9,176,18.17,1.4,0,5.69,2,false
,68,251,true,false,20,440.8,118,24.56,91.4,72,15.42,471.8,15,87.74,10.3,1,8.72,6,true
O,10,176,true,false,11,484.6,12,39.67,341.4,157,69.03,199.0,192,94.55,2.6,11,2.53,5,true
,150,46,true,false,34,298.2,119,71.74,176.8,58,88.66,465.9,54,52.25,7.4,12,4.25,10,true
AB,31,579,false,true,15,120.4,40,56.08,387.5,186,30.15,24.5,16,47.83,18.1,20,3.01,10,false
,112,96,false,false,33,211.2,35,51.78,145.1,68,64.84,108.7,183,17.21,2.1,11,0.47,9,false
,154,227,true,true,9,210.3,132,39.13,71.7,102,48.8,383.0,137,1.18,1.0,10,1.34,1,false
,108,357,false,false,14,42.3,50,45.7,176.6,60,13.07,47.1,156,90.36,3.0,7,4.14,6,true
,125,825,true,false,38,212.2,184,50.5,461.4,90,62.64,214.1,41,54.89,14.6,20,1.07,10,true
,124,186,true,false,20,283.0,3,39.16,274.6,32,2.18,260.2,2,16.96,6.0,10,6.37,3,false
GUA,105,454,true,true,4,383.8,135,32.59,157.9,72,57.0,104.1,150,39.83,9.6,6,7.26,8,true
,96,428,false,false,23,444.4,157,41.91,81.5,77,24.13,438.3,114,36.06,17.7,4,0.74,4,false
,92,698,false,true,34,91.4,49,60.57,7.0,99,56.52,88.1,4,10.58,17.7,6,3.71,1,true
A1,193,50,true,false,24,401.6,161,11.68,53.9,136,79.89,83.0,23,14.09,19.2,10,8.28,9,true
,78,31,false,true,14,29.0,9,22.13,228.5,35,2.82,410.5,109,60.3,4.7,16,6.95,3,false
,50,329,true,false,48,388.1,98,67.63,452.6,116,88.46,9.0,62,77.3,2.7,11,3.24,4,true
ON,26,470,true,false,1,415.1,61,64.39,463.2,144,27.98,159.2,181,15.74,1.7,2,4.35,6,true
,71,725,false,true,13,245.4,182,24.17,137.5,178,70.46,68.1,48,41.02,16.3,14,0.91,6,false
,199,537,true,true,16,259.9,114,88.96,322.0,65,34.27,19.3,71,44.07,8.1,4,7.09,6,false
JAL,182,58,false,true,35,265.6,86,96.55,189.2,98,93.34,495.5,60,75.77,7.9,16,5.04,6,false
,71,112,false,false,36,380.8,21,41.64,279.2,171,43.26,11.8,34,38.76,10.3,17,9.27,9,true
,172,413,true,false,11,440.7,75,9.75,218.6,113,70.44,195.6,100,48.44,13.2,19,5.03,4,false
PRK,95,407,true,false,31,209.7,13,6.04,21.6,42,90.15,327.2,63,19.38,17.0,8,9.92,5,false
,93,157,true,false,24,483.8,127,60.13,440.9,49,43.56,228.9,124,77.77,12.8,10,4.58,8,false
,60,712,true,true,23,187.0,43,46.85,340.8,131,82.75,133.9,18,23.0,1.1,4,7.81,2,false
,31,11,true,true,25,435.6,165,5.45,42.7,10,85.49,206.2,99,86.61,2.7,11,5.99,7,false
,188,635,false,false,33,41.5,43,85.89,393.5,185,99.33,102.3,6,19.17,5.2,19,3.61,10,true
,116,806,false,false,38,223.4,174,86.8,497.1,34,76.21,143.5,61,62.97,14.6,13,0.61,4,true
,55,318,false,true,1,224.5,69,58.36,217.9,111,59.39,324.8,30,54.06,0.3,8,8.38,9,false
,101,990,false,false,30,101.3,120,99.49,49.2,41,28.26,28.4,76,72.57,13.5,7,8.27,5,true
,28,868,true,true,38,407.9,16,41.63,438.7,180,47.56,9.1,161,87.35,8.6,17,4.64,6,true
,62,559,false,false,48,438.9,198,21.43,336.7,41,32.35,283.6,71,48.18,11.6,19,4.06,6,false
,24,817,false,false,38,467.2,68,11.55,461.7,138,14.33,477.2,87,56.0,14.3,17,1.89,7,false
,10,524,true,true,36,448.6,39,51.05,131.7,36,92.01,404.6,57,2.91,2.9,15,4.67,2,false
,164,732,false,true,25,487.8,162,50.54,397.4,181,83.85,431.5,155,49.59,6.3,8,3.08,10,false
,18,811,true,false,31,9.5,187,70.79,218.0,104,1.72,318.9,189,31.22,1.2,15,5.88,1,true
,13,974,true,false,35,405.1,66,44.64,188.3,159,86.04,273.6,101,68.63,17.6,2,8.7,4,true
,102,105,true,true,23,496.7,173,54.51,416.9,16,66.42,201.3,129,32.3,6.2,4,6.03,10,true
,86,787,true,true,10,137.4,153,33.19,492.5,160,95.13,111.6,47,36.33,12.6,11,5.92,6,true
,167,895,false,false,13,159.5,190,69.07,322.0,134,48.95,312.5,136,39.82,1.9,15,2.22,1,false
,185,209,false,false,30,345.5,5,90.06,335.3,10,33.48,308.9,177,76.05,5.3,0,8.06,9,false
,7,446,false,true,18,187.9,200,6.64,276.4,138,27.79,303.2,156,94.0,11.3,1,2.74,10,true
,39,934,true,true,44,25.9,161,83.28,342.2,116,39.15,455.7,83,76.11,15.2,0,5.96,4,true
,83,601,false,true,6,366.8,0,32.26,135.3,0,80.28,25.6,198,13.02,16.6,9,8.27,2,true
,75,794,true,false,27,144.6,79,61.74,125.3,191,88.66,1.3,109,22.42,16.9,16,6.96,6,true
,174,593,false,true,12,489.3,90,50.46,30.5,36,49.25,348.6,8,5.97,1.6,0,5.64,1,true
,2,188,false,true,12,229.6,179,74.1,146.4,154,21.43,353.4,75,22.05,8.6,5,2.94,2,false
,187,339,true,true,32,471.6,128,41.27,346.5,179,98.41,171.4,24,18.96,8.3,14,7.63,2,true
,12,602,false,true,39,432.9,177,47.59,483.2,115,53.19,462.8,39,24.02,8.6,10,6.79,3,false
,138,714,true,false,45,376.8,16,21.39,436.1,174,98.75,120.5,47,58.94,13.9,18,6.3,3,true
NS,28,929,true,true,2,426.0,137,94.47,94.2,193,41.68,195.5,97,38.56,3.0,18,6.17,7,true
,171,684,true,true,7,81.2,181,54.49,10.1,41,30.7,4.0,118,51.1,7.6,14,0.64,3,false
,125,28,false,true,30,212.6,36,80.78,107.6,30,60.41,49.3,61,3.36,18.4,11,5.72,8,false
,128,415,true,true,44,15.0,74,92.32,358.1,36,88.28,432.4,6,36.52,6.5,19,8.81,0,false
,152,606,false,true,20,141.1,40,30.67,349.1,54,54.33,206.0,143,43.93,15.5,9,5.87,6,false
,3,150,false,false,34,363.2,8,43.32,49.4,131,66.08,373.1,48,74.64,2.0,15,3.66,3,false
,41,392,false,true,27,46.4,70,58.51,330.2,147,80.08,393.0,123,5.24,16.5,6,1.7,2,true
SO,92,104,true,true,33,431.0,134,98.07,13.0,136,53.32,386.3,125,99.39,10.2,14,1.99,10,false
,151,382,true,true,4,488.2,137,49.03,122.8,8,84.67,78.6,29,56.83,11.3,13,1.7,3,true
,186,89,false,false,9,96.1,126,42.11,30.0,77,37.72,82.3,26,38.7,3.7,11,4.88,4,true
ON,181,169,true,false,20,463.0,76,89.11,153.9,33,82.51,209.3,2,56.91,10.2,15,5.38,5,true
,53,544,false,true,36,237.8,137,44.93,261.8,62,0.72,487.2,48,72.7,5.6,17,7.27,7,false
AB,51,931,false,false,42,151.8,113,43.32,449.7,148,88.08,423.1,151,68.1,15.4,15,5.95,2,false
,90,541,false,true,18,371.2,107,48.43,313.3,9,31.83,212.8,48,57.91,3.5,0,8.83,7,true
,78,519,true,false,46,397.2,189,18.06,259.6,25,46.4,73.1,93,85.91,12.1,8,4.86,3,false
,44,324,false,true,44,226.5,36,9.83,410.6,23,0.65,389.2,31,82.05,5.9,4,7.93,7,true
,113,867,false,false,14,137.1,38,35.43,101.9,170,89.5,137.8,54,40.68,3.6,1,9.1,4,false
,22,680,false,false,17,440.6,21,54.91,293.2,6,3.43,153.0,169,11.09,0.4,18,2.53,5,false
CA,163,883,true,true,27,92.4,1,84.6,93.2,1,88.77,384.9,129,57.21,7.3,9,3.58,4,true
,165,907,true,true,36,283.4,76,18.86,480.6,118,59.66,297.4,182,24.7,9.9,20,9.02,4,true
B3,108,171,true,true,20,402.8,71,29.07,468.6,60,30.27,164.4,92,16.05,12.5,19,3.72,9,false
,16,712,true,false,23,271.0,167,46.72,494.0,188,48.83,187.4,43,23.5,18.8,3,9.45,2,true
,81,287,true,false,12,153.1,186,50.03,119.7,63,99.79,12.9,121,55.78,7.8,7,6.31,5,true
,189,672,true,false,31,449.3,153,35.24,22.0,52,16.5,270.4,174,46.76,15.5,15,9.12,10,true
,173,264,true,true,43,185.2,66,9.83,468.3,44,89.8,377.7,96,75.43,9.0,4,6.36,4,true
,80,185,true,false,30,239.0,32,44.94,389.5,97,90.2,416.4,28,2.91,9.1,1,3.38,4,true
PM,166,729,true,true,17,74.4,107,71.57,31.7,80,96.56,103.6,23,13.26,14.2,3,4.58,7,false
AB,79,895,true,true,37,89.5,141,95.65,137.1,21,39.91,386.7,94,43.17,9.3,2,7.87,10,true
,199,461,false,true,44,276.3,124,9.92,232.1,30,63.79,498.0,128,71.13,18.2,16,6.71,10,true
,45,173,false,true,17,282.9,15,41.68,147.7,102,86.68,145.6,159,43.47,11.9,14,9.43,2,false
,159,301,true,false,8,452.5,98,99.3,466.2,80,30.42,107.9,108,28.14,16.0,17,1.9,0,false
,128,164,false,true,48,124.9,11,67.04,64.1,137,91.52,70.7,137,19.61,1.2,14,4.97,6,true
,134,521,false,false,33,367.3,50,88.78,149.2,200,80.18,392.4,146,67.47,5.9,13,0.23,1,false
,43,53,true,false,9,250.1,198,32.67,108.4,83,48.8,61.7,158,54.85,0.8,5,0.8,8,true
QC,23,335,true,true,13,309.9,87,49.98,97.0,20,45.67,127.1,115,55.73,13.9,6,5.55,1,false
,46,843,false,false,47,389.0,30,50.25,113.1,162,59.22,183.9,173,33.35,9.4,20,5.75,8,true
,1,669,true,false,25,171.1,25,91.15,362.3,154,19.43,142.5,61,12.46,15.9,5,7.6,8,true
,155,18,false,false,27,55.0,87,29.81,77.5,5,57.66,469.4,164,32.69,11.4,1,9.54,2,false
ENG,154,432,false,true,1,436.2,116,70.58,462.2,18,31.94,326.0,76,52.99,10.1,18,2.82,10,false
NL,152,34,false,false,16,231.9,37,29.5,412.2,159,72.35,134.9,56,60.91,10.1,15,6.86,5,true
,2,922,false,true,25,190.8,154,35.25,70.2,117,47.95,204.1,167,29.32,7.4,8,3.46,8,false
,159,10,false,true,13,28.2,123,28.67,49.6,46,68.33,328.1,44,82.2,19.8,14,6.87,5,true
SC,93,682,true,true,39,122.4,111,86.19,85.9,151,22.51,147.6,42,1.23,12.1,7,5.89,5,true
,193,22,true,false,29,252.0,49,44.88,465.3,85,11.41,487.7,78,93.89,19.4,18,5.15,4,true
Y,63,444,false,true,8,118.1,14,6.17,387.6,117,1.68,259.0,32,49.74,15.7,2,7.57,3,true
,153,207,true,true,47,312.1,91,31.7,467.1,160,54.68,110.3,156,53.36,17.6,18,7.71,3,true
,132,189,false,false,46,486.2,190,42.8,79.3,131,98.54,358.6,101,60.47,20.0,18,0.52,7,false
,46,396,true,true,1,308.3,123,75.45,460.3,112,91.72,149.7,175,98.21,14.4,13,6.85,4,true
10,78,18,true,true,46,190.1,76,61.17,145.6,187,99.85,487.4,164,17.68,11.0,20,5.85,1,true
,132,538,true,true,31,451.2,53,11.13,177.6,182,13.36,321.6,12,50.51,9.5,0,0.61,10,true
O,142,304,true,true,34,43.6,13,76.17,433.7,120,11.44,295.5,172,92.82,13.8,1,1.71,5,false
,165,234,false,true,26,169.6,45,63.25,48.4,192,68.62,194.7,198,69.91,7.4,20,7.1,1,false
,184,548,false,false,14,208.4,70,74.81,242.1,152,87.09,341.9,62,54.98,0.0,17,1.85,8,true
,93,230,false,false,29,250.7,66,59.01,232.1,176,77.11,321.1,174,57.13,16.3,6,7.57,8,false
,14,898,true,true,50,461.1,68,74.77,250.1,108,26.38,368.6,106,66.41,9.2,8,4.26,8,false
,63,507,true,true,38,235.2,43,6.73,474.4,70,67.66,486.6,120,72.81,11.2,12,9.79,6,true
,96,244,true,true,38,379.2,141,51.97,59.8,39,95.27,263.6,126,37.54,8.8,3,7.48,6,true
,116,845,false,true,4,137.3,4,42.87,15.0,81,48.61,265.0,114,26.79,5.3,4,6.09,7,false
VA,51,54,true,true,29,34.2,23,84.84,346.9,120,69.37,299.8,34,66.99,15.2,20,1.51,7,false
,123,292,false,true,40,343.6,22,0.98,59.6,136,27.99,270.4,23,11.33,2.3,17,2.41,0,false
,196,503,true,true,18,320.7,137,47.33,255.5,52,62.5,188.8,151,85.63,3.8,14,6.93,10,true
,118,129,true,true,11,22.3,142,40.36,23.2,22,33.56,304.8,27,36.24,16.1,6,0.08,9,false
,80,650,true,false,37,190.8,19,62.37,398.7,158,65.63,230.4,164,76.93,6.5,13,0.62,8,true
,179,111,false,true,34,5.4,57,76.03,194.1,104,22.14,389.2,31,65.58,6.8,13,5.16,9,true
,186,516,true,true,41,245.9,88,87.5,352.7,112,79.75,458.3,11,22.96,19.3,3,6.84,7,false
,168,475,false,true,7,159.9,182,59.14,337.2,64,36.77,296.5,157,6.36,2.3,0,0.98,8,true
,48,957,false,false,13,429.6,125,20.66,33.7,64,74.59,20.8,110,20.27,7.2,16,7.99,3,false
,165,852,true,false,1,21.3,171,55.87,402.1,125,38.1,157.4,185,74.37,9.4,11,0.43,5,true
,76,372,false,true,24,450.9,104,98.13,431.4,0,95.23,141.7,128,63.96,0.5,12,5.3,7,false
,18,894,true,false,50,412.6,72,27.54,6.6,40,0.33,428.4,195,14.58,9.0,17,9.98,1,true
CO,25,299,true,true,35,424.3,128,15.78,399.0,95,41.08,484.4,78,40.9,18.2,13,9.83,4,true
,122,204,true,false,11,456.9,140,50.1,395.2,141,97.98,364.5,20,80.77,11.7,16,5.62,5,true
,95,799,false,false,40,472.3,189,73.5,215.2,60,19.2,278.2,48,2.69,14.3,0,4.14,5,true
,7,299,false,true,10,200.2,165,5.82,493.3,100,32.67,488.9,114,15.86,4.5,18,5.72,10,false
,176,536,true,true,22,216.5,16,89.91,213.8,175,2.31,343.3,99,48.22,13.0,4,7.87,5,false
,55,534,false,true,45,286.1,95,96.45,320.9,170,96.17,204.8,173,66.14,2.1,14,6.2,10,false
,151,124,false,true,2,364.6,70,76.23,466.2,3,76.22,21.8,13,97.58,12.7,8,0.69,9,true
,112,396,false,false,49,376.1,104,83.91,464.7,35,9.33,297.6,89,66.3,11.9,13,5.55,10,true
,16,359,true,false,22,0.9,35,31.07,201.2,123,7.93,274.1,157,53.61,1.6,0,8.82,4,true
,78,778,true,false,29,8.5,198,91.13,485.4,123,38.77,360.4,186,89.88,4.5,7,1.79,9,true
MEX,139,662,false,true,27,48.4,6,85.7,462.6,45,67.32,173.5,9,47.92,19.7,16,1.37,5,false
,88,248,false,false,5,107.9,67,70.73,466.6,93,20.2,159.4,174,74.12,6.8,6,0.22,0,false
,15,56,true,false,3,474.8,35,75.88,32.9,118,47.79,181.0,118,44.57,2.3,9,0.08,7,false
,112,477,false,true,22,413.4,50,89.7,385.6,37,98.38,285.0,197,77.77,9.3,19,0.2,5,false
,40,805,false,true,44,15.1,178,9.77,200.3,94,48.24,494.9,127,23.56,4.7,11,0.9,8,true
CA,176,350,false,true,46,249.4,164,97.38,139.3,20,22.92,136.0,24,89.78,14.4,13,8.43,6,true
,197,581,false,false,45,361.9,148,43.88,10.7,167,18.21,375.3,144,24.3,4.3,3,3.24,0,false
,47,911,false,false,20,161.3,27,81.68,121.6,164,26.64,393.5,59,13.74,13.5,0,3.85,6,false
,144,24,true,true,46,86.5,196,48.47,351.7,147,10.82,33.5,142,64.63,4.0,20,7.23,7,false
,97,437,true,true,29,100.9,167,77.61,52.0,88,1.9,217.6,171,15.99,14.3,4,4.02,7,true
,125,537,false,true,28,28.5,167,65.62,173.1,196,7.58,302.0,123,48.66,3.7,18,1.29,5,true
,94,34,false,false,43,274.2,127,48.55,475.2,180,37.32,288.4,1,8.75,12.7,6,9.55,0,false
,121,284,false,false,2,206.2,150,37.99,240.2,191,16.74,202.8,89,61.72,4.4,9,9.91,4,false
,77,99,false,false,14,141.5,45,49.52,73.9,106,8.39,378.7,37,5.22,4.6,20,0.74,5,true
,47,946,false,true,34,224.2,121,82.06,194.3,97,51.89,13.6,98,61.39,19.0,16,4.08,9,true
,74,765,true,true,45,480.9,84,37.57,330.0,99,26.14,38.2,146,59.42,5.6,0,9.31,7,true
06,11,984,true,false,0,378.0,68,25.41,231.5,107,36.86,34.6,162,51.85,1.4,12,0.78,0,true
,134,596,false,true,44,120.0,122,55.68,268.7,60,5.1,332.7,20,23.31,2.2,18,1.06,10,false
,121,22,true,true,16,224.3,51,59.0,175.5,21,89.67,357.7,12,77.03,1.6,10,1.11,10,true
,85,523,true,false,44,274.3,18,67.69,462.6,140,67.72,162.1,137,97.08,10.7,16,5.57,9,false
,33,76,true,true,28,55.4,153,27.21,438.6,60,91.27,125.4,64,74.13,18.0,17,3.72,2,true
,24,452,true,true,23,174.2,194,90.67,110.5,57,0.89,230.7,0,52.19,13.9,2,4.35,1,true
,121,825,false,true,16,317.5,161,48.64,90.8,123,45.01,5.4,166,63.46,2.4,15,3.58,3,true
,194,797,false,false,6,102.5,10,45.02,406.5,45,34.92,381.1,154,5.89,9.8,10,2.07,0,false
,32,939,false,true,41,320.9,91,47.27,216.4,187,27.93,274.3,185,93.72,2.9,11,7.27,9,false
,146,237,true,true,21,260.9,91,83.89,309.9,168,98.46,383.5,55,58.62,13.3,9,7.0,0,false
,86,204,true,false,7,30.5,182,15.23,251.1,0,43.65,352.6,42,64.52,0.8,2,9.1,8,false
97,132,115,false,true,26,138.9,22,32.12,401.0,12,88.97,466.6,48,16.41,6.0,12,3.82,7,false
,167,637,false,false,26,315.0,105,19.17,92.8,72,49.86,200.8,107,74.13,7.6,0,2.72,2,false
,195,871,false,true,46,88.4,52,99.76,46.1,123,93.94,293.7,11,88.72,4.8,4,8.26,4,false
,80,919,false,false,6,103.4,57,60.4,359.6,139,85.09,2.1,92,29.71,6.7,11,9.59,10,true
,111,333,false,false,48,31.9,68,37.73,466.3,127,92.35,298.0,69,79.6,0.4,16,1.33,3,false
,45,500,true,false,35,39.1,129,47.63,477.8,115,49.11,69.5,166,32.25,2.2,11,4.57,3,true
,88,186,false,false,27,20.6,29,20.62,188.7,122,63.48,22.6,122,0.52,19.8,14,5.9,9,false
B8,152,841,true,true,49,62.1,50,73.0,118.8,37,72.81,28.4,118,18.17,4.8,14,8.69,4,true
,35,210,true,false,33,306.6,45,79.41,114.5,26,49.98,29.0,9,36.81,17.5,13,9.53,2,false
,124,297,true,true,46,105.8,4,89.93,206.4,38,21.97,309.6,6,37.3,10.5,5,8.73,4,true
,99,890,false,true,17,344.8,2,22.09,200.2,34,10.41,179.1,100,48.66,14.1,0,0.28,10,true
,55,876,true,false,37,70.4,101,1.0,128.3,107,12.93,216.0,37,29.95,19.6,17,6.24,7,false
,196,172,true,true,26,462.9,117,62.4,325.6,180,21.79,316.5,58,67.69,2.3,18,7.54,9,true
13,80,485,false,true,15,23.9,114,83.81,123.5,10,51.84,157.4,182,87.18,15.1,17,0.91,5,true
,178,590,true,true,29,464.7,75,21.9,144.6,100,29.18,277.7,132,6.69,13.0,3,4.67,9,true
,183,245,true,false,16,386.6,100,15.21,378.3,11,43.07,163.5,164,44.62,17.8,19,6.19,1,true
,147,644,true,true,41,91.1,173,81.41,388.4,131,45.39,75.7,108,33.3,6.6,10,9.65,2,true
,181,817,true,false,22,355.2,155,49.18,14.9,52,17.56,104.0,74,47.1,19.6,18,3.45,0,false
,174,714,true,false,15,485.5,82,11.22,80.9,81,28.78,94.7,33,37.5,19.2,20,2.56,9,true
,127,935,true,true,18,496.1,130,8.33,427.5,132,92.55,411.8,67,32.41,8.5,8,2.23,5,false
,159,783,false,true,40,2.2,128,84.32,222.2,56,43.1,258.9,100,76.75,18.9,9,5.04,2,false
,199,136,true,true,32,457.6,190,1.88,428.9,32,74.94,45.2,83,77.57,12.4,20,4.97,0,false
,58,687,true,true,6,203.0,17,45.64,236.6,100,12.23,172.9,137,96.76,5.5,13,9.54,7,true
02,83,394,false,false,19,148.1,121,79.23,419.7,117,95.43,194.3,76,10.5,4.8,15,3.99,10,true
,151,743,true,true,49,341.1,152,64.85,235.7,32,71.72,309.3,127,96.79,1.3,16,5.17,1,true
A9,181,738,true,true,27,125.9,63,85.91,195.8,93,32.26,496.6,126,89.25,2.4,3,3.35,0,false
13,86,517,true,true,34,155.6,24,55.16,478.7,65,91.36,447.6,65,46.57,2.9,4,2.03,1,false
,100,720,true,false,36,464.2,126,21.89,128.2,114,25.23,278.7,126,92.16,13.8,2,2.55,3,true
,34,782,false,true,24,281.6,52,53.51,193.5,82,8.94,205.7,129,28.9,19.5,0,3.55,0,false
TAB,59,35,true,false,13,111.9,86,88.65,210.9,83,50.03,481.7,132,69.32,0.6,9,2.95,4,false
,197,50,false,false,3,319.0,183,59.39,144.6,95,61.78,110.2,171,76.1,17.3,20,6.61,9,false
,79,764,false,false,27,154.3,50,51.75,252.6,147,72.52,83.6,177,62.02,2.9,13,1.85,1,true
,22,681,false,false,17,189.6,150,0.84,333.5,35,81.38,246.5,9,26.95,9.6,19,6.02,4,false
,130,763,false,false,45,256.6,166,71.69,156.3,66,77.82,302.6,74,1.81,17.9,9,6.81,10,false
16,149,743,true,true,26,226.3,38,64.12,258.6,66,73.97,189.8,102,75.29,19.3,4,6.37,5,false
,47,919,false,true,42,53.1,7,49.49,437.6,53,18.67,421.6,156,18.02,12.9,4,5.82,0,true
11,115,12,false,false,21,421.5,10,64.51,429.6,2,74.61,165.3,37,62.24,15.0,15,9.99,0,true
,83,398,false,false,12,115.7,169,11.7,366.1,33,51.83,342.5,192,87.77,19.7,18,9.42,3,true
,136,497,false,false,31,391.8,179,56.72,175.6,54,93.62,192.6,140,78.81,6.0,12,9.64,2,true
14,124,697,false,false,22,485.7,133,46.63,442.2,139,90.41,45.1,66,28.01,1.9,1,3.91,8,false
,57,878,false,true,6,384.2,121,16.35,233.5,162,13.31,69.7,31,40.01,7.4,10,7.41,10,false
,104,161,true,false,29,466.3,116,2.33,161.8,95,78.01,61.3,25,13.72,14.6,19,5.79,10,true
,180,900,false,true,42,17.4,18,67.88,110.6,133,15.03,298.7,188,0.71,14.3,10,5.31,2,true
,147,417,true,false,34,265.4,191,75.09,21.7,91,90.55,44.4,62,39.6,3.2,20,7.66,1,true
,177,705,true,true,47,230.4,74,71.86,450.6,49,79.52,442.8,146,17.83,8.7,0,5.0,4,false
VER,119,965,false,true,1,310.2,92,43.85,221.4,46,91.72,30.8,30,28.95,18.0,19,4.82,1,false
,143,581,true,true,15,259.6,45,86.92,473.3,134,1.47,92.3,94,0.77,12.6,19,8.42,0,false
,5,61,false,false,14,388.2,169,87.55,64.8,166,15.93,375.1,28,9.4,1.6,7,3.05,6,false
,173,376,true,false,9,314.6,182,17.87,480.7,164,86.67,0.9,138,88.47,12.1,17,9.35,5,true
CB,191,392,true,false,26,382.8,150,63.98,494.6,182,19.98,430.2,60,59.72,16.0,14,8.44,0,false
,197,103,true,false,39,386.2,93,30.17,440.3,122,83.05,144.4,13,46.66,6.6,13,5.89,2,false
,120,889,false,false,29,134.6,173,75.56,206.4,144,48.94,357.6,59,46.93,3.5,8,7.62,1,false
,146,305,true,false,0,265.5,193,79.27,488.6,74,69.97,374.7,156,57.82,4.6,12,6.42,8,false
,102,971,true,false,0,36.8,63,49.97,321.2,152,59.5,197.5,146,74.19,7.7,11,5.99,10,false
,136,716,true,false,24,250.3,32,26.96,69.6,68,86.53,87.9,114,36.81,1.8,8,3.02,8,true
,23,695,true,false,31,387.8,99,56.69,493.5,114,26.96,456.1,188,32.47,7.9,12,8.8,5,true
,193,810,true,false,2,215.9,49,65.7,316.5,122,11.37,54.2,197,70.47,19.1,13,8.74,4,false
AB,91,460,true,true,23,56.7,96,59.25,185.8,40,81.87,46.0,173,88.3,4.5,10,1.37,5,true
,135,390,true,true,20,294.5,140,89.17,481.9,135,36.55,96.6,132,4.34,2.9,20,9.39,7,false
,114,907,true,true,17,140.3,32,48.96,13.7,123,18.98,117.6,88,44.52,18.9,4,4.24,10,true
,182,721,true,true,26,88.6,5,85.34,440.3,33,26.34,457.0,24,7.91,19.1,15,0.54,9,false
,9,786,false,false,19,124.4,182,72.28,23.3,102,72.07,167.7,58,80.64,10.0,7,0.8,5,true
,7,437,false,false,5,281.2,158,50.48,419.1,61,26.89,24.6,58,82.14,0.6,13,6.74,7,false
,135,781,true,true,0,169.0,147,90.69,26.7,51,42.69,22.4,29,52.04,2.6,13,7.96,6,false
,20,331,false,false,48,174.5,24,77.93,219.8,141,76.35,266.8,180,42.91,15.4,18,7.7,5,true
,152,194,false,false,9,361.5,181,13.31,206.2,3,20.83,258.1,187,3.14,1.2,20,4.82,4,true
,12,754,false,true,45,79.2,111,66.35,41.6,26,0.89,103.0,42,43.43,16.0,16,2.1,5,true
,143,757,true,false,11,260.9,40,4.37,248.0,186,17.68,108.8,58,29.25,15.7,13,1.97,3,false
,180,227,true,false,19,340.5,42,56.79,2.3,93,21.14,113.8,92,29.85,8.4,6,2.93,4,true
,125,579,true,false,41,64.1,171,40.84,78.2,103,43.17,284.6,187,4.12,10.3,18,4.13,5,true
,187,587,false,false,16,229.1,56,4.44,197.6,65,55.12,432.4,129,97.46,16.0,1,0.93,1,true
,191,880,true,true,49,353.7,56,77.42,455.5,70,42.39,447.8,124,78.52,0.3,0,5.99,10,false
,47,546,true,false,12,261.7,24,35.94,473.7,180,12.91,473.6,147,53.91,5.3,8,0.77,0,true
,67,592,false,true,24,252.1,56,73.71,478.0,172,45.56,442.3,163,43.13,5.4,6,7.59,6,false
,49,341,true,false,50,364.9,139,23.99,344.6,86,92.54,67.1,144,31.71,15.2,18,7.92,1,true
,78,787,false,true,30,85.3,168,18.68,452.6,199,53.98,72.7,119,90.7,5.2,14,9.84,2,true
,129,20,false,false,32,157.2,28,90.31,290.1,109,52.77,254.2,33,17.3,15.1,2,3.66,1,true
,78,977,true,false,50,323.0,50,66.08,313.7,0,28.45,42.4,115,78.73,14.3,12,4.4,4,false
,38,804,false,false,33,81.1,93,89.81,366.7,151,94.8,309.3,143,81.56,19.0,3,4.43,10,false
,170,315,true,true,41,427.1,15,22.33,89.4,143,76.99,338.9,113,97.22,16.0,1,8.3,0,false
,143,443,true,false,31,328.9,107,29.87,353.6,113,50.21,384.7,191,47.99,14.2,18,4.54,10,false
,84,113,false,true,38,149.2,4,58.72,239.7,103,68.14,218.7,54,49.5,16.7,3,8.79,3,false
,156,151,false,true,50,375.7,163,88.8,173.7,23,32.84,176.3,152,77.64,9.3,4,6.74,3,true
PUE,44,359,true,false,36,108.3,57,93.85,159.5,41,84.43,231.2,146,3.64,10.9,10,9.05,1,false
,120,469,false,true,23,42.1,78,98.23,238.3,52,64.57,32.3,177,96.79,10.9,4,5.91,3,false
16,45,419,true,false,10,271.7,96,57.69,404.5,171,95.85,164.2,130,25.13,8.9,11,7.16,10,false
,167,336,true,true,47,232.2,108,0.91,176.1,193,45.81,34.0,169,45.15,5.4,6,4.88,0,false
,135,20,false,true,20,346.0,142,79.33,382.8,72,25.2,483.1,66,24.13,8.7,15,8.38,1,true
KY,84,572,false,true,30,350.6,83,49.87,429.2,56,88.2,156.7,155,36.33,7.9,9,3.7,1,true
,194,580,true,false,36,465.0,51,87.49,285.6,28,42.44,417.7,176,40.15,5.3,2,2.92,2,false
